age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,4,0,2,no,931,no,no,1,27,6,159,2,-1,0,0,no
30,4,1,0,no,1487,no,yes,1,27,6,207,3,-1,0,0,no
32,0,2,3,no,291,yes,yes,1,27,6,120,6,-1,0,0,no
29,2,0,1,no,-722,no,yes,1,27,6,121,4,-1,0,0,no
57,5,0,0,no,-418,no,yes,1,27,6,95,1,-1,0,0,no
30,0,0,2,no,62,no,no,1,27,6,213,1,-1,0,0,no
32,9,0,2,no,7,no,yes,1,27,6,110,1,-1,0,0,no
53,5,0,2,no,0,no,yes,1,27,6,747,1,-1,0,0,no
26,0,0,0,no,1128,yes,yes,1,27,6,111,3,-1,0,0,no
21,0,1,0,no,820,yes,no,1,27,6,302,2,-1,0,0,no
43,1,0,1,no,544,yes,no,1,27,6,154,6,-1,0,0,no
57,9,0,2,no,85,no,no,1,27,6,194,1,-1,0,0,no
50,1,0,1,no,877,no,yes,1,27,6,181,1,-1,0,0,no
55,5,0,2,no,2,no,no,1,27,6,392,4,-1,0,0,no
58,4,0,2,no,65,no,no,1,27,6,162,1,-1,0,0,no
25,0,1,3,no,373,yes,no,1,27,6,634,2,-1,0,0,no
57,0,0,2,no,-238,no,no,1,27,6,79,1,-1,0,0,no
30,0,0,0,no,1131,yes,yes,1,27,6,148,5,-1,0,0,no
39,2,0,0,no,0,no,yes,1,27,6,103,1,-1,0,0,no
55,5,1,2,no,700,no,yes,1,27,6,141,1,-1,0,0,no
56,1,0,1,no,382,no,no,1,27,6,244,2,-1,0,0,no
33,0,1,2,no,837,yes,no,1,27,6,250,8,-1,0,0,no
54,2,2,0,no,255,yes,no,1,27,6,140,2,-1,0,0,no
49,2,0,0,yes,-1680,yes,yes,1,27,6,92,4,-1,0,0,no
28,4,0,0,no,4,yes,no,1,27,6,133,5,-1,0,0,no
46,7,0,0,no,4,yes,yes,1,27,6,216,1,-1,0,0,no
51,0,0,1,no,84,no,yes,1,27,6,269,1,-1,0,0,no
42,3,2,0,no,23,no,yes,1,27,6,397,1,-1,0,0,no
60,5,2,2,no,95,no,yes,1,27,6,244,1,-1,0,0,no
31,0,0,2,no,-423,yes,yes,1,27,6,135,2,-1,0,0,no
34,2,0,0,no,2019,yes,yes,1,27,6,102,1,-1,0,0,no
29,3,1,0,no,11,no,no,1,27,6,326,1,-1,0,0,no
51,4,0,0,no,144,no,yes,1,27,6,153,2,-1,0,0,no
60,5,0,0,no,78,no,yes,1,27,6,151,2,-1,0,0,no
60,0,0,2,no,109,no,no,1,27,6,349,5,-1,0,0,no
56,0,0,2,no,0,no,no,1,27,6,291,2,-1,0,0,no
52,0,1,0,no,2430,yes,yes,1,27,6,185,3,-1,0,0,no
41,3,2,0,no,2970,no,yes,1,27,6,169,2,-1,0,0,no
24,4,1,0,no,11,yes,no,1,27,6,114,4,-1,0,0,no
55,0,0,2,no,-79,no,yes,1,27,6,293,3,-1,0,0,no
34,3,1,0,no,-478,yes,yes,1,27,6,111,4,-1,0,0,no
36,2,0,0,no,283,yes,yes,1,27,6,56,2,-1,0,0,no
34,2,2,0,no,89,yes,no,1,27,6,101,5,-1,0,0,no
24,1,1,0,no,653,yes,no,1,27,6,247,3,-1,0,0,no
37,1,0,1,no,597,no,yes,1,30,6,96,3,-1,0,0,no
40,2,0,0,no,59,yes,no,1,30,6,322,3,-1,0,0,no
39,4,0,2,no,324,yes,no,1,30,6,182,4,-1,0,0,no
34,7,0,0,yes,-868,yes,no,1,30,6,198,2,-1,0,0,no
52,1,0,2,no,798,yes,no,1,30,6,123,2,-1,0,0,no
56,7,0,1,no,-65,yes,no,1,30,6,45,2,-1,0,0,no
27,4,0,0,no,511,yes,no,1,30,6,85,5,-1,0,0,no
41,0,0,2,no,509,yes,no,1,30,6,146,3,-1,0,0,no
36,1,1,1,no,2239,yes,yes,1,30,6,93,3,-1,0,0,no
49,3,2,0,no,2169,yes,no,1,30,6,54,3,-1,0,0,no
26,4,1,0,no,-72,yes,no,1,30,6,82,9,-1,0,0,no
42,0,2,2,no,145,no,yes,1,30,6,27,3,-1,0,0,no
51,0,0,2,no,-101,yes,yes,1,30,6,60,3,-1,0,0,no
37,2,2,0,no,1309,no,yes,1,30,6,124,2,-1,0,0,no
49,3,0,0,no,12,no,no,1,30,6,217,2,-1,0,0,no
50,0,0,0,no,3988,no,no,1,30,6,165,4,-1,0,0,no
28,6,1,0,no,-395,yes,no,1,30,6,141,4,-1,0,0,no
35,2,0,1,no,1526,yes,no,1,30,6,138,4,-1,0,0,no
47,0,0,0,no,323,no,no,1,30,6,385,1,-1,0,0,no
33,4,0,0,no,740,no,yes,1,30,6,266,3,-1,0,0,no
45,7,0,0,yes,624,no,yes,1,30,6,50,1,-1,0,0,no
38,0,1,2,no,116,no,yes,1,30,6,203,1,-1,0,0,no
34,0,0,0,no,0,yes,no,1,30,6,780,3,-1,0,0,no
49,0,0,2,no,230,no,yes,1,30,6,176,1,-1,0,0,no
37,6,0,1,no,0,no,yes,1,30,6,202,1,-1,0,0,no
45,3,1,0,no,-342,no,yes,1,30,6,158,1,-1,0,0,no
44,3,0,0,yes,0,no,yes,1,30,6,76,3,-1,0,0,no
33,0,0,2,no,276,no,no,1,30,6,224,2,-1,0,0,no
55,1,0,1,no,0,no,no,1,30,6,111,2,-1,0,0,no
56,2,0,1,no,3082,yes,yes,1,30,6,444,3,-1,0,0,no
40,3,0,0,no,220,yes,no,1,30,6,69,3,-1,0,0,no
27,0,1,2,no,1128,yes,no,1,30,6,88,4,-1,0,0,no
57,5,0,0,no,0,no,yes,1,30,6,104,2,-1,0,0,no
39,2,0,0,no,-54,yes,yes,1,30,6,252,4,-1,0,0,no
49,3,0,0,no,2062,no,no,1,30,6,132,4,-1,0,0,no
34,4,1,0,no,66,no,yes,1,30,6,450,2,-1,0,0,no
59,5,0,0,yes,49,no,yes,1,1,7,602,4,-1,0,0,no
41,4,0,0,no,138,yes,no,1,1,7,136,3,-1,0,0,no
30,0,0,0,no,365,no,no,1,1,7,381,4,-1,0,0,no
44,3,1,1,no,10,no,no,1,1,7,158,2,-1,0,0,no
41,0,1,0,no,75,yes,no,1,1,7,479,9,-1,0,0,yes
31,0,0,0,no,652,no,yes,1,1,7,281,3,-1,0,0,no
49,2,0,1,no,503,no,no,1,1,7,297,2,-1,0,0,no
35,2,0,0,no,251,yes,yes,1,1,7,128,3,-1,0,0,no
39,0,0,0,no,971,yes,yes,1,1,7,471,3,-1,0,0,no
51,3,2,0,no,-20,no,no,1,1,7,58,1,-1,0,0,no
39,4,1,0,no,-106,no,no,1,1,7,60,4,-1,0,0,no
35,4,0,0,no,871,yes,no,1,1,7,108,1,-1,0,0,no
54,3,0,0,no,9,no,yes,1,1,7,140,1,-1,0,0,no
59,2,0,0,no,0,no,no,1,1,7,249,1,-1,0,0,no
57,9,0,2,no,53,no,no,1,1,7,215,3,-1,0,0,no
39,0,2,2,no,3,no,yes,1,1,7,625,1,-1,0,0,no
29,4,1,3,no,33,no,no,1,1,7,161,1,-1,0,0,no
40,9,0,2,no,84,no,yes,1,1,7,428,2,-1,0,0,no
43,3,1,0,no,13,no,yes,1,1,7,119,1,-1,0,0,no
41,0,0,2,no,1,no,no,1,1,7,117,1,-1,0,0,no
45,2,0,1,no,-302,no,yes,1,1,7,80,1,-1,0,0,no
60,5,0,2,no,0,no,no,1,1,7,36,1,-1,0,0,no
31,4,0,1,yes,-90,no,yes,1,1,7,173,1,-1,0,0,no
59,2,0,0,no,6,no,yes,1,1,7,292,1,-1,0,0,no
59,2,0,0,no,358,no,no,1,1,7,183,2,-1,0,0,no
29,4,1,0,no,1357,no,yes,1,1,7,200,1,-1,0,0,no
49,9,0,2,no,935,no,yes,1,1,7,150,1,-1,0,0,no
47,1,0,2,yes,145,no,yes,1,1,7,163,1,-1,0,0,no
32,3,0,0,no,0,yes,yes,1,1,7,122,1,-1,0,0,no
35,0,2,2,no,0,no,no,1,1,7,55,1,-1,0,0,no
52,2,2,0,no,935,no,no,1,1,7,86,1,-1,0,0,no
30,1,0,1,no,49,yes,yes,1,1,7,359,1,-1,0,0,no
43,3,1,0,no,91,no,yes,1,1,7,110,2,-1,0,0,no
45,8,2,2,yes,-249,yes,yes,1,1,7,92,1,-1,0,0,no
28,2,1,1,no,415,no,no,1,1,7,86,1,-1,0,0,no
41,7,1,2,no,7264,no,yes,1,1,7,125,3,-1,0,0,no
38,1,0,1,no,-585,yes,no,1,1,7,196,4,-1,0,0,no
31,3,1,0,no,43,no,no,1,1,7,484,1,-1,0,0,no
29,6,1,1,no,392,no,yes,1,1,7,135,1,-1,0,0,no
29,2,0,1,no,975,no,no,1,1,7,56,1,-1,0,0,no
33,3,0,1,no,205,no,no,1,1,7,156,2,-1,0,0,no
40,4,1,0,no,-27,no,yes,1,1,7,221,1,-1,0,0,no
26,2,2,1,no,-70,no,yes,1,1,7,1992,2,-1,0,0,no
41,2,0,0,no,-147,no,yes,1,1,7,130,1,-1,0,0,no
31,1,0,1,no,84,no,yes,1,1,7,143,1,-1,0,0,no
53,2,2,0,no,173,no,yes,1,1,7,157,1,-1,0,0,no
45,2,1,1,no,2099,no,yes,1,1,7,333,1,-1,0,0,no
58,4,0,2,no,374,no,yes,1,1,7,420,2,-1,0,0,no
37,2,1,1,no,0,no,no,1,1,7,1135,2,-1,0,0,yes
47,2,2,0,no,47,no,yes,1,1,7,224,2,-1,0,0,no
55,5,0,0,no,-180,no,yes,1,1,7,307,2,-1,0,0,no
44,2,1,0,no,27,no,no,1,1,7,723,2,-1,0,0,no
27,2,1,0,no,158,no,no,1,1,7,650,2,-1,0,0,yes
31,1,1,1,no,394,no,yes,1,2,7,660,3,-1,0,0,no
22,10,1,0,no,280,yes,no,1,2,7,63,4,-1,0,0,no
30,3,0,1,no,1717,no,yes,1,2,7,218,2,-1,0,0,no
51,0,2,2,no,-28,no,yes,1,2,7,220,2,-1,0,0,no
35,3,0,0,no,907,no,yes,1,2,7,97,4,-1,0,0,no
29,2,1,1,no,101,no,no,1,2,7,143,4,-1,0,0,no
31,3,2,0,no,824,yes,no,1,2,7,32,3,-1,0,0,no
35,6,0,0,no,28,no,yes,1,2,7,159,3,-1,0,0,no
48,2,0,0,no,0,yes,yes,1,2,7,44,2,-1,0,0,no
30,4,1,0,yes,0,no,yes,1,2,7,95,3,-1,0,0,no
45,2,1,0,no,52,no,yes,1,2,7,79,3,-1,0,0,no
45,6,0,2,no,-584,yes,yes,1,2,7,306,2,-1,0,0,no
50,4,0,2,no,-15,no,yes,1,2,7,71,1,-1,0,0,no
35,5,1,0,no,527,no,yes,1,2,7,348,3,-1,0,0,no
41,4,0,0,no,0,yes,no,1,2,7,203,1,-1,0,0,no
37,4,1,2,no,0,no,yes,1,2,7,372,1,-1,0,0,no
38,3,0,0,no,70,no,yes,1,2,7,199,1,-1,0,0,no
50,1,0,1,no,830,no,no,1,2,7,60,2,-1,0,0,no
35,2,1,0,no,-51,no,no,1,2,7,134,2,-1,0,0,no
44,2,0,0,no,1,no,yes,1,2,7,108,3,-1,0,0,no
34,4,0,0,no,0,no,yes,1,2,7,193,4,-1,0,0,no
32,0,1,0,no,-255,no,yes,1,2,7,957,3,-1,0,0,no
41,7,0,1,no,-81,no,yes,1,2,7,83,3,-1,0,0,no
33,2,1,1,no,288,yes,yes,1,3,7,343,2,-1,0,0,no
45,2,2,3,yes,-25,no,yes,1,3,7,158,3,-1,0,0,no
27,3,1,0,no,585,no,no,1,3,7,269,3,-1,0,0,no
37,2,1,0,no,29,no,no,1,3,7,269,2,-1,0,0,no
37,0,0,0,no,606,yes,yes,1,3,7,375,3,-1,0,0,no
54,4,0,0,no,-165,no,yes,1,3,7,202,1,-1,0,0,no
26,4,0,0,no,549,no,no,1,3,7,149,1,-1,0,0,no
45,0,2,0,no,-705,no,yes,1,3,7,111,1,-1,0,0,no
54,8,0,1,no,0,no,yes,1,3,7,188,1,-1,0,0,no
58,5,0,0,no,166,no,yes,1,3,7,211,1,-1,0,0,no
50,1,0,0,no,5,no,no,1,3,7,24,1,-1,0,0,no
51,0,0,0,no,0,no,yes,1,3,7,109,1,-1,0,0,no
27,3,2,0,no,2,no,yes,1,3,7,472,1,-1,0,0,no
32,1,0,1,no,92,no,no,1,3,7,116,1,-1,0,0,no
29,0,1,2,no,145,no,no,1,3,7,452,1,-1,0,0,no
29,4,1,0,no,84,no,yes,1,3,7,587,3,-1,0,0,yes
44,0,0,0,no,701,no,yes,1,3,7,269,2,-1,0,0,no
39,4,1,0,no,3,no,yes,1,3,7,206,1,-1,0,0,no
55,5,0,0,no,85,no,no,1,3,7,228,2,-1,0,0,no
33,0,0,0,no,285,no,yes,1,3,7,267,1,-1,0,0,no
48,0,0,2,no,474,yes,yes,1,3,7,414,1,-1,0,0,no
49,0,0,2,no,126,no,no,1,3,7,60,1,-1,0,0,no
35,0,0,3,no,-400,yes,yes,1,3,7,85,1,-1,0,0,no
57,5,0,0,no,91,no,yes,1,3,7,256,3,-1,0,0,no
53,4,2,0,yes,0,no,yes,1,3,7,172,10,-1,0,0,no
58,8,0,0,no,0,no,no,1,3,7,84,1,-1,0,0,no
34,2,0,0,no,46,yes,yes,1,3,7,412,1,-1,0,0,no
52,9,0,1,no,51,no,no,1,3,7,88,1,-1,0,0,no
56,3,0,0,no,20,no,no,1,3,7,130,1,-1,0,0,no
34,2,0,0,no,-346,yes,no,1,3,7,115,4,-1,0,0,no
35,4,0,0,no,1659,yes,no,1,3,7,197,1,-1,0,0,no
30,1,1,1,no,0,no,yes,1,3,7,88,1,-1,0,0,no
48,1,1,1,no,31,no,yes,1,3,7,154,1,-1,0,0,no
50,3,0,0,no,-221,no,yes,1,3,7,90,1,-1,0,0,no
44,2,2,0,no,303,yes,yes,1,3,7,51,1,-1,0,0,no
38,4,0,0,no,304,no,yes,1,3,7,131,1,-1,0,0,no
40,4,2,0,no,1155,no,yes,1,3,7,251,1,-1,0,0,no
44,2,1,1,no,222,yes,yes,1,3,7,89,1,-1,0,0,no
33,4,1,0,no,1038,no,yes,1,3,7,108,1,-1,0,0,no
29,4,1,0,no,695,no,no,1,3,7,97,1,-1,0,0,no
51,4,0,0,no,-800,no,no,1,3,7,203,1,-1,0,0,no
57,0,0,2,no,47,no,yes,1,3,7,326,1,-1,0,0,no
35,2,2,0,no,2,no,no,1,3,7,88,1,-1,0,0,no
61,5,0,0,no,313,no,yes,1,3,7,42,1,-1,0,0,no
52,0,0,0,no,184,yes,no,1,3,7,92,1,-1,0,0,no
33,4,0,0,no,114,no,yes,1,3,7,676,1,-1,0,0,yes
59,5,0,3,no,140,no,yes,1,3,7,239,1,-1,0,0,no
47,0,0,2,no,-187,no,no,1,3,7,652,1,-1,0,0,no
37,4,1,0,no,-244,no,no,1,3,7,178,1,-1,0,0,no
49,2,2,2,no,1807,no,yes,1,3,7,122,3,-1,0,0,no
60,0,0,2,no,241,no,yes,1,3,7,100,3,-1,0,0,no
51,0,1,2,no,60,no,no,1,3,7,93,1,-1,0,0,no
47,2,0,0,no,-149,no,yes,1,3,7,504,1,-1,0,0,no
40,0,0,0,no,-313,yes,no,1,3,7,251,2,-1,0,0,no
31,6,0,0,yes,0,no,yes,1,3,7,327,3,-1,0,0,no
38,1,0,0,no,93,no,no,1,3,7,515,2,-1,0,0,no
54,2,0,0,no,42,no,yes,1,3,7,389,2,-1,0,0,no
45,4,2,0,no,-179,no,no,1,3,7,155,2,-1,0,0,no
47,3,0,0,no,1156,no,yes,1,3,7,74,5,-1,0,0,no
34,0,0,0,no,277,no,yes,1,3,7,225,2,-1,0,0,no
54,5,0,0,no,-488,no,yes,1,3,7,172,2,-1,0,0,no
56,7,0,0,no,938,no,yes,1,3,7,202,2,-1,0,0,no
57,2,0,0,no,253,no,yes,1,3,7,230,3,-1,0,0,no
42,3,1,0,no,506,yes,yes,1,3,7,277,2,-1,0,0,no
34,0,0,2,no,0,no,no,1,3,7,746,4,-1,0,0,no
27,3,0,0,no,-435,no,no,1,3,7,935,2,-1,0,0,no
51,0,2,3,no,0,no,yes,1,3,7,167,11,-1,0,0,no
30,7,0,1,no,-130,yes,yes,1,3,7,194,2,-1,0,0,no
44,0,0,0,no,978,no,no,1,3,7,385,6,-1,0,0,no
33,2,1,0,no,0,no,no,1,3,7,1106,2,-1,0,0,no
36,2,0,3,no,88,yes,yes,1,4,7,124,2,-1,0,0,no
56,1,2,1,no,94,no,no,1,4,7,121,1,-1,0,0,no
44,7,0,1,no,1080,no,yes,1,4,7,566,3,-1,0,0,no
31,2,1,3,no,365,no,no,1,4,7,257,1,-1,0,0,no
47,2,0,0,no,321,yes,yes,1,4,7,111,1,-1,0,0,no
48,0,0,0,no,-19,no,yes,1,4,7,270,1,-1,0,0,no
31,3,1,0,no,144,yes,no,1,4,7,43,11,-1,0,0,no
39,0,0,2,no,192,no,no,1,4,7,433,1,-1,0,0,no
30,4,1,1,no,0,no,no,1,4,7,71,1,-1,0,0,no
30,2,1,0,no,656,no,yes,1,4,7,523,1,-1,0,0,no
31,2,1,0,no,223,no,no,1,4,7,49,1,-1,0,0,no
49,5,0,2,no,-37,no,no,1,4,7,191,2,-1,0,0,no
26,0,0,0,no,128,no,no,1,4,7,355,1,-1,0,0,no
34,2,0,0,no,173,no,no,1,4,7,31,1,-1,0,0,no
36,3,0,0,no,75,yes,no,1,4,7,52,4,-1,0,0,no
31,3,0,0,no,-36,yes,yes,1,4,7,64,1,-1,0,0,no
25,1,1,1,no,115,no,yes,1,4,7,60,1,-1,0,0,no
42,1,1,1,no,1156,yes,no,1,4,7,62,1,-1,0,0,no
32,4,1,0,no,335,yes,yes,1,4,7,99,1,-1,0,0,no
32,3,1,1,no,-59,no,yes,1,4,7,192,1,-1,0,0,no
36,2,0,0,no,644,no,no,1,4,7,133,1,-1,0,0,no
46,1,1,1,no,655,no,yes,1,4,7,68,1,-1,0,0,no
31,0,1,0,no,-322,no,yes,1,4,7,208,1,-1,0,0,no
37,2,1,1,no,487,no,yes,1,4,7,30,2,-1,0,0,no
26,3,0,0,no,-401,yes,yes,1,4,7,246,1,-1,0,0,no
36,1,0,0,no,2637,no,no,1,4,7,219,1,-1,0,0,no
31,0,0,0,no,33,no,no,1,4,7,165,2,-1,0,0,no
35,3,0,0,yes,0,no,yes,1,4,7,105,3,-1,0,0,no
30,0,0,2,no,5956,yes,yes,1,4,7,538,1,-1,0,0,no
36,1,0,1,no,59,yes,yes,1,4,7,100,1,-1,0,0,no
24,3,1,0,no,-346,yes,no,1,4,7,164,2,-1,0,0,no
26,0,0,0,no,115,yes,no,1,4,7,46,3,-1,0,0,no
27,4,1,0,no,243,no,yes,1,4,7,253,1,-1,0,0,no
59,9,0,2,no,153,no,no,1,4,7,133,3,-1,0,0,no
36,2,0,2,no,0,no,no,1,4,7,584,1,-1,0,0,yes
28,3,1,0,no,1143,yes,yes,1,4,7,260,3,-1,0,0,no
31,9,0,2,no,46,no,no,1,4,7,126,4,-1,0,0,no
35,1,0,0,no,0,no,yes,1,4,7,121,1,-1,0,0,no
37,1,0,1,no,1265,no,yes,1,4,7,101,1,-1,0,0,no
59,5,2,2,no,-110,no,yes,1,4,7,195,1,-1,0,0,no
32,2,1,0,no,-28,no,yes,1,4,7,400,1,-1,0,0,no
40,0,0,2,no,13,yes,no,1,4,7,178,1,-1,0,0,no
29,4,0,2,no,-102,no,no,1,4,7,134,1,-1,0,0,no
41,4,0,0,no,6618,yes,no,1,4,7,104,1,-1,0,0,no
25,8,1,0,no,34,no,yes,1,4,7,316,1,-1,0,0,no
34,3,2,0,no,183,no,yes,1,4,7,88,1,-1,0,0,no
37,0,1,2,no,1210,no,no,1,4,7,742,1,-1,0,0,no
26,0,1,0,no,-333,no,yes,1,4,7,692,1,-1,0,0,no
36,1,1,1,no,678,no,yes,1,4,7,85,3,-1,0,0,no
56,4,2,0,no,1347,no,yes,1,4,7,678,2,-1,0,0,no
29,3,1,0,no,2802,no,yes,1,4,7,840,2,-1,0,0,no
31,0,1,0,no,-27,no,no,1,4,7,96,2,-1,0,0,no
57,5,0,0,no,156,no,yes,1,4,7,106,2,-1,0,0,no
30,3,1,1,no,218,no,no,1,4,7,137,2,-1,0,0,no
28,3,0,0,no,934,yes,no,1,4,7,53,2,-1,0,0,no
45,4,1,0,no,184,yes,yes,1,4,7,89,2,-1,0,0,no
26,2,1,1,no,36,no,yes,1,4,7,502,2,-1,0,0,no
51,0,0,0,no,328,no,no,1,4,7,203,1,-1,0,0,no
50,1,0,1,no,453,no,yes,1,4,7,608,1,-1,0,0,no
45,0,2,2,no,8,no,yes,1,4,7,407,1,-1,0,0,no
37,6,2,1,no,60,no,yes,1,4,7,426,3,-1,0,0,no
29,4,1,2,no,339,no,no,1,4,7,1576,3,-1,0,0,yes
31,2,0,0,no,134,no,yes,1,4,7,468,6,-1,0,0,no
44,0,0,0,no,1697,yes,no,1,4,7,150,2,-1,0,0,yes
48,0,2,2,no,19,no,yes,1,4,7,327,1,-1,0,0,no
53,0,0,2,no,207,no,yes,1,4,7,212,1,-1,0,0,no
26,0,1,0,no,177,no,yes,1,4,7,235,1,-1,0,0,no
61,5,0,3,no,-492,no,yes,1,4,7,333,1,-1,0,0,no
27,1,1,0,no,35,no,no,0,4,7,255,1,-1,0,0,no
54,0,0,2,no,466,no,no,0,4,7,297,1,-1,0,0,no
43,0,0,0,no,105,no,yes,0,4,7,668,2,-1,0,0,no
31,2,1,0,no,19,no,no,2,4,7,65,2,-1,0,0,no
27,2,1,0,no,126,yes,yes,0,4,7,436,4,-1,0,0,no
28,0,1,0,no,-127,yes,no,0,4,7,1044,3,-1,0,0,yes
50,0,0,0,no,1329,yes,yes,2,4,7,141,2,-1,0,0,no
29,0,1,2,no,343,no,no,0,4,7,39,2,-1,0,0,no
25,0,1,0,no,192,no,no,2,4,7,112,2,-1,0,0,no
38,0,0,0,no,43,no,yes,0,4,7,135,3,-1,0,0,no
36,2,1,0,no,-272,no,yes,0,4,7,53,6,-1,0,0,no
32,0,2,2,no,4805,no,yes,0,4,7,138,3,-1,0,0,no
44,2,0,1,no,1146,no,no,0,4,7,178,2,-1,0,0,no
37,0,0,2,no,380,yes,yes,0,4,7,548,2,-1,0,0,no
48,4,0,0,no,1355,no,no,0,4,7,134,2,-1,0,0,no
30,3,0,0,no,215,no,yes,0,4,7,95,2,-1,0,0,no
54,2,0,0,no,187,no,yes,0,4,7,273,3,-1,0,0,no
36,8,2,2,no,0,no,no,2,4,7,304,3,-1,0,0,no
33,2,1,0,no,555,no,yes,0,4,7,425,2,-1,0,0,no
34,4,0,0,no,295,yes,yes,0,4,7,64,1,-1,0,0,no
28,4,1,0,no,-116,no,yes,0,4,7,276,1,-1,0,0,no
33,1,0,0,no,4385,no,yes,0,4,7,92,1,-1,0,0,no
30,4,0,0,no,137,no,no,0,4,7,407,1,-1,0,0,no
34,3,1,0,no,296,no,no,0,7,7,147,4,-1,0,0,no
35,3,2,0,no,534,no,no,0,7,7,148,3,-1,0,0,no
44,7,0,0,no,93,no,no,0,7,7,125,2,-1,0,0,no
36,4,0,0,no,-27,yes,yes,0,7,7,151,4,-1,0,0,no
49,0,0,2,no,-157,yes,no,0,7,7,491,3,-1,0,0,yes
55,0,0,0,no,49,yes,no,0,7,7,494,4,-1,0,0,yes
51,2,0,0,no,216,no,no,0,7,7,615,2,-1,0,0,yes
51,1,0,1,no,1421,yes,no,0,7,7,152,5,-1,0,0,no
38,0,0,0,no,222,yes,yes,0,7,7,164,5,-1,0,0,no
59,7,0,1,no,1728,no,no,0,7,7,575,2,-1,0,0,no
54,1,2,1,no,5253,yes,yes,0,7,7,17,19,-1,0,0,no
43,1,1,1,no,47,yes,no,0,7,7,316,5,-1,0,0,no
60,7,2,2,no,2648,no,no,0,7,7,148,2,-1,0,0,no
34,4,0,0,no,0,no,no,0,7,7,160,3,-1,0,0,no
31,3,1,0,no,-182,yes,no,0,7,7,181,2,-1,0,0,no
43,2,0,0,yes,-313,no,yes,0,7,7,89,4,-1,0,0,no
53,0,0,2,no,465,yes,no,0,7,7,111,2,-1,0,0,no
47,0,0,2,yes,25,yes,yes,0,7,7,142,3,-1,0,0,no
59,1,0,3,no,147,no,no,0,7,7,119,3,-1,0,0,no
39,1,0,2,no,551,no,yes,0,7,7,107,5,-1,0,0,no
56,9,0,2,no,58,no,yes,0,7,7,227,6,-1,0,0,no
41,4,0,0,no,650,yes,no,0,7,7,149,5,-1,0,0,no
41,9,0,2,no,1618,yes,no,0,7,7,134,2,-1,0,0,no
60,5,0,2,no,-63,yes,no,0,7,7,1434,5,-1,0,0,no
58,1,0,2,no,4850,no,no,0,7,7,179,2,-1,0,0,no
56,0,0,2,no,409,yes,no,2,7,7,176,6,-1,0,0,no
36,8,1,2,no,0,yes,no,2,7,7,63,6,-1,0,0,no
39,1,0,1,no,1007,yes,no,0,7,7,86,2,-1,0,0,no
46,1,0,2,no,312,yes,no,0,7,7,113,2,-1,0,0,no
58,0,2,2,no,820,yes,no,0,7,7,200,4,-1,0,0,no
52,1,0,0,no,3369,no,no,0,7,7,196,2,-1,0,0,no
41,4,0,0,no,841,yes,no,0,7,7,250,2,-1,0,0,no
59,0,0,0,no,-1336,no,yes,0,7,7,450,2,-1,0,0,no
35,11,0,2,no,634,no,no,0,7,7,185,2,-1,0,0,no
43,1,2,0,no,0,no,no,0,7,7,75,3,-1,0,0,no
50,0,0,2,no,9301,yes,no,0,7,7,136,4,-1,0,0,no
49,2,0,2,no,486,no,no,2,7,7,229,5,-1,0,0,no
51,6,0,0,yes,34,no,yes,0,7,7,200,1,-1,0,0,no
39,2,1,0,no,506,yes,no,0,7,7,718,2,-1,0,0,yes
38,1,0,1,no,1444,yes,no,0,7,7,139,2,-1,0,0,no
30,4,1,0,no,0,yes,no,0,7,7,161,2,-1,0,0,no
41,2,0,0,no,923,yes,no,0,7,7,141,3,-1,0,0,no
45,8,2,0,no,-44,yes,no,0,7,7,256,2,-1,0,0,no
54,4,2,1,no,413,no,no,0,7,7,39,9,-1,0,0,no
47,3,1,0,no,3531,yes,no,0,7,7,49,6,-1,0,0,no
53,1,2,1,no,243,yes,no,0,7,7,66,2,-1,0,0,no
41,0,0,2,no,484,yes,no,0,7,7,321,3,-1,0,0,no
42,0,2,2,no,213,yes,no,0,7,7,434,3,-1,0,0,yes
33,4,1,0,no,170,no,no,0,7,7,782,1,-1,0,0,yes
34,6,0,1,no,-236,yes,no,0,7,7,118,4,-1,0,0,no
54,0,2,0,no,1613,yes,no,0,7,7,128,3,-1,0,0,no
37,7,0,1,no,555,no,no,0,7,7,104,2,-1,0,0,no
59,3,0,0,no,1914,yes,no,0,7,7,126,3,-1,0,0,no
38,2,0,0,no,2220,no,no,0,7,7,87,2,-1,0,0,no
27,3,1,0,no,450,yes,no,0,7,7,107,3,-1,0,0,no
59,1,0,1,no,553,yes,no,0,7,7,1272,3,-1,0,0,yes
31,3,1,0,no,92,yes,no,0,7,7,401,2,-1,0,0,no
42,0,2,3,no,0,no,no,0,7,7,64,2,-1,0,0,no
45,0,2,2,no,1805,no,no,0,7,7,758,1,-1,0,0,no
37,6,0,0,no,1523,no,yes,0,7,7,316,2,-1,0,0,no
42,0,2,0,no,3407,no,no,0,7,7,277,2,-1,0,0,no
40,0,0,2,no,254,yes,no,0,7,7,107,3,-1,0,0,no
42,8,0,2,no,11,no,no,0,7,7,111,3,-1,0,0,no
27,1,1,0,no,1609,yes,no,0,7,7,360,3,-1,0,0,no
45,1,0,1,no,1447,yes,yes,0,7,7,461,2,-1,0,0,no
43,2,2,1,no,27,no,no,0,7,7,412,4,-1,0,0,no
41,3,0,0,no,125,no,no,0,7,7,244,4,-1,0,0,no
